"Time,MagX,MagY,MagZ,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Roll,Pitch,Yaw,Temp Hum
"
(3287.906059+0j),(-2604+0j),(4771.375+0j),(9502.375+0j),(-2549+0j),(-261847+0j),(895510+0j),(61+0j),(36+0j),(-11+0j),(-261.97426983335214+0j),(911.9527072252583+0j),(7882.777370024098+0j),(1390.7009887695312+0j),(2312.0285034179688+0j)
(-558.9012664902766+860.5792156601658j),(-2.303881555103228-5.077162349858024j),(10.350831643885197-3.402390707596693j),(-2.482332504358234+10.636672419505457j),(-78.84538883809854+150.4339830447766j),(-155.0468086382637+92.44742312950115j),(-95.57642386321047+165.93237794507144j),(-7.505277168325497-0.5859830371044406j),(0.4720184593343566-4.238537950680001j),(-4.934140994086012+7.838747552196718j),(-70.6296034316191-192.8403493071567j),(-66.44833611999529-39.21937751983515j),(-265.3696870060705-791.6941717621705j),(0.32287463495269897+0.1085314414858338j),(-3.3558708173691736+0.8771782797787964j)
(-21.003279570052626+660.9315926281577j),(9.13091716788759+6.140272759899576j),(7.492799845689869+1.7194731714681168j),(-0.5991949218271708-0.858991402537296j),(81.67083120844545+124.46195633700266j),(-21.96386068695886+119.17720057436367j),(21.987508990064455+74.74747937301404j),(2.7378203585567764-2.6059739789853555j),(4.312063287777992-6.331610871442061j),(-11.229659187388059-5.145968237325349j),(28.976968823421373-62.23181724819831j),(0.4045713568080225-60.93265445345746j),(87.55060247537294-229.0820148170926j),(0.008316669235303024-0.06020264425897345j),(-0.24960059007103574+1.176319927911426j)
(131.06048182174882+243.713594441937j),(-0.9934943648960783-9.021635925178538j),(-9.47319044942111+13.864866449441223j),(13.937734870412067-12.370010843323143j),(166.0960047802102+36.10413230730221j),(87.03591179826874+40.63801444011628j),(76.94542901496925+13.362066624623115j),(1.0888591717660405+7.740469816545843j),(-3.0938422564778927-6.088339119831033j),(0.46061203176004595-6.458743255800939j),(24.29676421896774-68.99539567859155j),(-28.57196197514872-39.71327580483982j),(147.7557282946747-273.0129208149735j),(-0.1435727606755688-0.029186850271268737j),(0.5881380122413428+0.11977512935019288j)
(-79.78484966628686+66.98870544686405j),(-1.0417608384292207-5.796117036498664j),(-12.272822669607024+3.270985319838295j),(9.58442026704874-14.848334216139001j),(18.998698084396203+9.472579607291266j),(83.27533472418803-33.19311261968706j),(-8.875492189988753+74.658404361534j),(0.7970933962927425-0.3309270654529767j),(-6.309470480923763+8.263977238364623j),(-1.8765101981412673+5.189584191513203j),(-1.149904096199983-52.68422845569093j),(-19.22854005230379+1.6904360806540963j),(25.052693974283912-261.2240269098802j),(-0.00430213509391556+0.10624578901652522j),(-0.09315462996379757-0.4451809154509228j)
(-142.9260488807985+188.17807347243718j),(-11.062230349473857+1.1068261313848717j),(9.273684564807823-13.897686732882796j),(-0.3936321940066403+15.832534992812118j),(-50.183006452579306+67.61338471765515j),(22.840568926765904+19.727389958817888j),(-77.15343948171352-28.895250199627014j),(-0.018377758645214737+5.94439201174395j),(-2.990720825658501+0.28588153325285415j),(-2.6851203442315974+2.2478399870724397j),(-0.12499367106117454-26.209214986784993j),(12.28024778651354-6.036618964059093j),(-15.308918517736025-125.91259091135431j),(0.07098267468528457+0.0958643408513535j),(-0.40333654241725414+0.10000896722332335j)
(-19.203407233565933+215.95055173489357j),(3.251936237612478+0.05014630320858382j),(3.355956670148288-0.5715290264464721j),(18.92961116029357+14.964317694416932j),(-93.03717487148803+50.172374601703964j),(8.865248504712985+42.46616254718501j),(30.34846839803054-14.929867468475013j),(7.864632494113172-2.904580353562597j),(0.11860508119394186-2.4899093252922437j),(1.360399756599083+0.2509791313863714j),(13.153152293731129-20.29808452786159j),(0.1846472901057168-25.07751490561142j),(62.013302772086654-70.60008685376343j),(-0.01757786561350914-0.016023546751903598j),(0.07884064768275813+0.361895145402293j)
(27.46772518737525+79.7401234277381j),(5.5496212024587495-2.297465709620862j),(3.0010777464189435-2.195621394681951j),(6.3828057300642405-7.1254464171835235j),(-66.7989898732233+7.45584412271571j),(29.547727214752513+41.36396103067893j),(-2.313708498984756+27.426406871192853j),(-6.121320343559644+5.535533905932738j),(5.242640687119286-7.82842712474619j),(3.5857864376269055+1.4142135623730945j),(12.875219300431084-26.704005916885755j),(-17.932070077960507-9.301089562733686j),(85.18251713324133-119.39985764155551j),(-0.05853354321192962-0.027484990132024434j),(0.2114574215755366+0.031908703987779896j)
(-77.39921501510878+34.37876645036786j),(4.934451789073705-3.922552466583488j),(-2.660124430356518+11.298452599711863j),(-16.528590356671884-0.3599681905469514j),(41.075294970988125+41.331870503158875j),(50.26463962906564+62.08646557055525j),(2.236816980264848+23.917627565622716j),(8.727365273468411-8.917423848706324j),(1.018417877196086+5.811322357013825j),(3.1675628018689435+0.7341406027780595j),(4.351858027732575-22.74817023587601j),(-2.2765798482901687+8.466305767944121j),(24.704154147546433-123.38422084019163j),(0.05202620964968219+0.12025549604256025j),(-0.11435498264302169-0.11479617644042749j)
